"Time","177.93.133.114:9100","177.93.133.115:9100","177.93.133.85:9100"
2025-05-13 01:00:00,0.0170,0.0417,0.0240
2025-05-13 01:00:30,0.0193,0.0407,0.0243
2025-05-13 01:01:00,0.0300,0.0470,0.0240
2025-05-13 01:01:30,0.0553,0.0810,0.0670
2025-05-13 01:02:00,0.201,0.119,0.0730
2025-05-13 01:02:30,0.487,0.450,0.329
2025-05-13 01:03:00,0.525,0.458,0.478
2025-05-13 01:03:30,0.643,0.591,0.669
2025-05-13 01:04:00,0.804,0.646,0.582
2025-05-13 01:04:30,1.58,1.24,0.926
2025-05-13 01:05:00,1.32,1.32,1.35
2025-05-13 01:05:30,0.909,0.837,1.24
2025-05-13 01:06:00,1.17,1.01,0.764
2025-05-13 01:06:30,1.17,0.951,1.09
2025-05-13 01:07:00,1.32,1.13,1.22
2025-05-13 01:07:30,2.31,1.76,1.38
2025-05-13 01:08:00,2.13,1.84,1.91
2025-05-13 01:08:30,1.68,1.36,1.77
2025-05-13 01:09:00,1.39,1.23,1.42
2025-05-13 01:09:30,1.96,1.59,1.31
2025-05-13 01:10:00,1.99,1.47,1.57
2025-05-13 01:10:30,1.66,1.31,1.62
2025-05-13 01:11:00,1.80,1.54,1.37
2025-05-13 01:11:30,1.74,1.56,1.53
2025-05-13 01:12:00,1.90,1.45,1.76
2025-05-13 01:12:30,1.93,1.35,1.44
2025-05-13 01:13:00,1.98,1.87,1.47
2025-05-13 01:13:30,1.97,1.75,1.96
2025-05-13 01:14:00,2.16,1.45,1.76
2025-05-13 01:14:30,2.54,2.00,1.74
2025-05-13 01:15:00,3.58,3.48,2.22
2025-05-13 01:15:30,2.79,2.99,3.62
2025-05-13 01:16:00,3.85,2.57,2.59
2025-05-13 01:16:30,2.68,2.73,3.06
2025-05-13 01:17:00,2.75,2.46,2.16
2025-05-13 01:17:30,2.44,2.35,2.68
2025-05-13 01:18:00,2.41,1.84,1.95
2025-05-13 01:18:30,2.07,2.20,1.85
2025-05-13 01:19:00,2.21,1.53,2.07
2025-05-13 01:19:30,3.42,2.95,2.06
2025-05-13 01:20:00,2.13,1.87,2.92
2025-05-13 01:20:30,2.14,1.84,1.81
2025-05-13 01:21:00,2.22,2.05,2.07
2025-05-13 01:21:30,2.93,2.60,2.46
2025-05-13 01:22:00,2.33,2.22,2.56
2025-05-13 01:22:30,2.60,2.11,2.07
2025-05-13 01:23:00,2.63,2.09,1.89
2025-05-13 01:23:30,2.47,1.86,1.82
2025-05-13 01:24:00,2.15,1.99,2.01
2025-05-13 01:24:30,2.34,1.87,2.08
2025-05-13 01:25:00,2.86,3.31,1.88
