"Time","177.93.133.114:9100","177.93.133.115:9100","177.93.133.85:9100"
2025-05-13 10:18:00,104 MiB,101 MiB,108 MiB
2025-05-13 10:18:30,105 MiB,105 MiB,107 MiB
2025-05-13 10:19:00,103 MiB,107 MiB,109 MiB
2025-05-13 10:19:30,105 MiB,105 MiB,106 MiB
2025-05-13 10:20:00,104 MiB,105 MiB,103 MiB
2025-05-13 10:20:30,105 MiB,107 MiB,110 MiB
2025-05-13 10:21:00,100 MiB,110 MiB,103 MiB
2025-05-13 10:21:30,101 MiB,110 MiB,106 MiB
2025-05-13 10:22:00,101 MiB,108 MiB,108 MiB
2025-05-13 10:22:30,102 MiB,101 MiB,107 MiB
2025-05-13 10:23:00,103 MiB,111 MiB,109 MiB
2025-05-13 10:23:30,102 MiB,105 MiB,108 MiB
2025-05-13 10:24:00,104 MiB,103 MiB,110 MiB
2025-05-13 10:24:30,102 MiB,101 MiB,106 MiB
2025-05-13 10:25:00,104 MiB,109 MiB,109 MiB
