"Time","177.93.133.114:9100","177.93.133.115:9100","177.93.133.85:9100"
2025-05-13 02:00:00,0.0273,0.0337,0.0207
2025-05-13 02:00:30,0.0340,0.0343,0.0267
2025-05-13 02:01:00,0.0267,0.0350,0.0277
2025-05-13 02:01:30,0.201,0.185,0.105
2025-05-13 02:02:00,0.269,0.250,0.264
2025-05-13 02:02:30,0.557,0.440,0.337
2025-05-13 02:03:00,0.473,0.500,0.520
2025-05-13 02:03:30,0.659,0.564,0.658
2025-05-13 02:04:00,0.936,0.762,0.678
2025-05-13 02:04:30,1.16,1.18,1.02
2025-05-13 02:05:00,1.17,1.13,1.19
2025-05-13 02:05:30,0.971,1.00,1.03
2025-05-13 02:06:00,1.12,0.990,1.02
2025-05-13 02:06:30,1.19,1.16,1.28
2025-05-13 02:07:00,1.19,1.16,0.986
2025-05-13 02:07:30,1.85,1.81,1.37
2025-05-13 02:08:00,2.02,1.73,1.94
2025-05-13 02:08:30,1.74,1.51,1.87
2025-05-13 02:09:00,1.61,1.59,1.45
2025-05-13 02:09:30,1.91,1.74,1.60
2025-05-13 02:10:00,1.67,1.51,1.81
2025-05-13 02:10:30,1.76,1.49,1.56
2025-05-13 02:11:00,1.61,1.65,1.41
2025-05-13 02:11:30,1.80,1.66,1.70
2025-05-13 02:12:00,1.66,1.56,1.84
2025-05-13 02:12:30,2.16,1.77,1.84
2025-05-13 02:13:00,1.99,1.94,1.69
2025-05-13 02:13:30,2.76,2.47,2.07
2025-05-13 02:14:00,3.04,2.39,2.86
2025-05-13 02:14:30,3.12,2.43,2.50
2025-05-13 02:15:00,2.77,2.46,2.39
2025-05-13 02:15:30,4.08,3.25,2.65
2025-05-13 02:16:00,2.56,2.60,3.66
2025-05-13 02:16:30,2.61,2.33,2.44
2025-05-13 02:17:00,2.99,2.49,2.37
2025-05-13 02:17:30,2.41,2.51,2.57
2025-05-13 02:18:00,2.55,2.28,2.43
2025-05-13 02:18:30,2.64,2.34,2.32
2025-05-13 02:19:00,2.17,2.32,2.20
2025-05-13 02:19:30,3.09,2.51,2.26
2025-05-13 02:20:00,2.72,2.40,2.78
2025-05-13 02:20:30,2.77,2.52,2.73
2025-05-13 02:21:00,2.50,2.27,2.34
2025-05-13 02:21:30,3.20,2.48,2.17
2025-05-13 02:22:00,3.06,2.59,2.77
2025-05-13 02:22:30,3.11,3.06,2.76
2025-05-13 02:23:00,2.90,2.64,2.92
2025-05-13 02:23:30,3.19,3.30,3.18
2025-05-13 02:24:00,2.61,2.55,2.93
2025-05-13 02:24:30,2.99,2.73,2.48
2025-05-13 02:25:00,3.46,2.69,2.69
2025-05-13 02:25:30,3.50,3.88,4.13
2025-05-13 02:26:00,3.50,2.84,3.15
2025-05-13 02:26:30,4.62,2.89,3.85
2025-05-13 02:27:00,3.92,3.57,3.05
2025-05-13 02:27:30,3.62,2.97,3.42
2025-05-13 02:28:00,3.40,4.42,3.54
2025-05-13 02:28:30,3.75,3.17,3.10
2025-05-13 02:29:00,3.73,3.39,3.39
2025-05-13 02:29:30,3.95,3.32,3.34
2025-05-13 02:30:00,3.12,3.52,3.23
2025-05-13 02:30:30,3.92,3.18,2.76
2025-05-13 02:31:00,3.66,2.70,3.06
2025-05-13 02:31:30,3.01,3.86,3.38
2025-05-13 02:32:00,3.31,3.27,2.75
2025-05-13 02:32:30,4.06,3.25,3.26
2025-05-13 02:33:00,3.61,3.34,3.62
2025-05-13 02:33:30,3.95,2.99,3.66
2025-05-13 02:34:00,3.68,3.40,3.43
2025-05-13 02:34:30,2.95,3.14,3.37
2025-05-13 02:35:00,3.32,3.64,2.87
2025-05-13 02:35:30,3.32,3.66,3.03
2025-05-13 02:36:00,4.10,4.00,3.94
2025-05-13 02:36:30,4.86,3.78,4.22
2025-05-13 02:37:00,3.97,3.69,4.00
2025-05-13 02:37:30,3.95,4.04,3.84
2025-05-13 02:38:00,3.46,3.41,3.65
2025-05-13 02:38:30,3.57,2.81,3.56
2025-05-13 02:39:00,2.90,2.84,2.83
2025-05-13 02:39:30,5.94,4.68,2.94
2025-05-13 02:40:00,4.56,5.17,6.11
2025-05-13 02:40:30,5.09,5.51,4.34
2025-05-13 02:41:00,4.92,4.63,5.39
2025-05-13 02:41:30,4.13,4.25,4.56
2025-05-13 02:42:00,4.25,4.80,3.81
2025-05-13 02:42:30,4.38,4.71,4.61
2025-05-13 02:43:00,4.54,4.82,4.43
2025-05-13 02:43:30,4.62,4.20,5.57
2025-05-13 02:44:00,4.27,4.64,4.42
2025-05-13 02:44:30,4.16,4.98,4.05
2025-05-13 02:45:00,5.16,5.26,4.94
